INDEX;MESS_DATUM;LUFTTEMP_INT;LUFTTEMP_FLOAT;LUFTFEUCHTIGKEIT;
145426;2018092913;148;14,8;43;
145427;2018092912;148;14,8;46;
145428;2018092911;148;14,8;48;
145429;2018092910;148;14,8;50;
145430;2018092909;148;14,8;63;
145431;2018092908;148;14,8;72;
145432;2018092907;148;14,8;80;
145433;2018092906;148;14,8;83;
145434;2018092905;148;14,8;81;
145435;2018092904;148;14,8;80;
145436;2018092903;148;14,8;77;
145437;2018092902;148;14,8;75;
145438;2018092901;148;14,8;71;
145439;2018092900;148;14,8;69;
145440;2018092823;148;14,8;66;
145441;2018092822;148;14,8;63;
145442;2018092821;148;14,8;58;
145443;2018092820;148;14,8;53;
145444;2018092819;148;14,8;48;
145445;2018092818;148;14,8;45;
145446;2018092817;148;14,8;41;
145447;2018092816;148;14,8;40;
145448;2018092815;148;14,8;37;
145449;2018092814;148;14,8;36;
145450;2018092813;148;14,8;39;
145451;2018092812;148;14,8;39;
145452;2018092811;148;14,8;44;
145453;2018092810;148;14,8;47;
145454;2018092809;148;14,8;51;
145455;2018092808;148;14,8;60;
145456;2018092807;148;14,8;73;
145457;2018092806;148;14,8;73;
145458;2018092805;148;14,8;71;
145459;2018092804;148;14,8;66;
145460;2018092803;148;14,8;63;
145461;2018092802;148;14,8;65;
145462;2018092801;148;14,8;74;
145463;2018092800;148;14,8;73;
145464;2018092723;148;14,8;75;
145465;2018092722;148;14,8;73;
145466;2018092721;148;14,8;70;
145467;2018092720;148;14,8;67;
145468;2018092719;148;14,8;65;
145469;2018092718;148;14,8;63;
145470;2018092717;148;14,8;57;
145471;2018092716;148;14,8;53;
145472;2018092715;148;14,8;53;
145473;2018092714;148;14,8;51;
145474;2018092713;148;14,8;53;
145475;2018092712;148;14,8;54;
145476;2018092711;148;14,8;57;
145477;2018092710;148;14,8;58;
145478;2018092709;148;14,8;60;
145479;2018092708;148;14,8;60;
145480;2018092707;148;14,8;60;
145481;2018092706;148;14,8;61;
145482;2018092705;148;14,8;61;
145483;2018092704;148;14,8;59;
145484;2018092703;148;14,8;57;
145485;2018092702;148;14,8;53;
145486;2018092701;148;14,8;50;
145487;2018092700;148;14,8;46;
145488;2018092623;148;14,8;43;
145489;2018092622;148;14,8;43;
145490;2018092621;148;14,8;41;
145491;2018092620;148;14,8;39;
145492;2018092619;148;14,8;38;
145493;2018092618;148;14,8;37;
145494;2018092617;148;14,8;38;
145495;2018092616;148;14,8;33;
145496;2018092615;148;14,8;34;
145497;2018092614;148;14,8;36;
145498;2018092613;148;14,8;36;
145499;2018092612;148;14,8;34;
145500;2018092611;148;14,8;37;
145501;2018092610;148;14,8;43;
145502;2018092609;148;14,8;50;
145503;2018092608;148;14,8;60;
145504;2018092607;148;14,8;64;
145505;2018092606;148;14,8;68;
145506;2018092605;148;14,8;70;
145507;2018092604;148;14,8;70;
145508;2018092603;148;14,8;69;
145509;2018092602;148;14,8;67;
145510;2018092601;148;14,8;63;
145511;2018092600;148;14,8;66;
145512;2018092523;148;14,8;68;
145513;2018092522;148;14,8;65;
145514;2018092521;148;14,8;63;
145515;2018092520;148;14,8;53;
145516;2018092519;148;14,8;50;
145517;2018092518;148;14,8;47;
145518;2018092517;148;14,8;41;
145519;2018092516;148;14,8;39;
145520;2018092515;148;14,8;38;
145521;2018092514;148;14,8;38;
145522;2018092513;148;14,8;42;
145523;2018092512;148;14,8;44;
145524;2018092511;148;14,8;53;
145525;2018092510;148;14,8;57;
145526;2018092509;148;14,8;67;
145527;2018092508;148;14,8;74;
145528;2018092507;148;14,8;78;
145529;2018092506;148;14,8;82;
145530;2018092505;148;14,8;82;
145531;2018092504;148;14,8;81;
145532;2018092503;148;14,8;79;
145533;2018092502;148;14,8;79;
145534;2018092501;148;14,8;78;
145535;2018092500;148;14,8;75;
145536;2018092423;148;14,8;72;
145537;2018092422;148;14,8;67;
145538;2018092421;148;14,8;64;
145539;2018092420;148;14,8;58;
145540;2018092419;148;14,8;62;
145541;2018092418;148;14,8;59;
145542;2018092417;148;14,8;58;
145543;2018092416;148;14,8;62;
145544;2018092415;148;14,8;58;
145545;2018092414;148;14,8;63;
145546;2018092413;148;14,8;76;
145547;2018092412;148;14,8;51;
145548;2018092411;148;14,8;53;
145549;2018092410;148;14,8;58;
145550;2018092409;148;14,8;64;
145551;2018092408;148;14,8;71;
145552;2018092407;148;14,8;76;
145553;2018092406;148;14,8;81;
145554;2018092405;148;14,8;83;
145555;2018092404;148;14,8;84;
145556;2018092403;148;14,8;83;
145557;2018092402;148;14,8;85;
145558;2018092401;148;14,8;87;
145559;2018092400;148;14,8;89;
145560;2018092323;148;14,8;89;
145561;2018092322;148;14,8;88;
145562;2018092321;148;14,8;93;
145563;2018092320;148;14,8;91;
145564;2018092319;148;14,8;90;
145565;2018092318;148;14,8;91;
145566;2018092317;148;14,8;92;
145567;2018092316;148;14,8;95;
145568;2018092315;148;14,8;94;
145569;2018092314;148;14,8;89;
145570;2018092313;148;14,8;81;
145571;2018092312;148;14,8;69;
145572;2018092311;148;14,8;57;
145573;2018092310;148;14,8;65;
145574;2018092309;148;14,8;70;
145575;2018092308;148;14,8;74;
145576;2018092307;148;14,8;77;
145577;2018092306;148;14,8;80;
145578;2018092305;148;14,8;82;
145579;2018092304;148;14,8;84;
145580;2018092303;148;14,8;83;
145581;2018092302;148;14,8;83;
145582;2018092301;148;14,8;81;
145583;2018092300;148;14,8;80;
145584;2018092223;148;14,8;80;
145585;2018092222;148;14,8;74;
145586;2018092221;148;14,8;72;
145587;2018092220;148;14,8;62;
145588;2018092219;148;14,8;54;
145589;2018092218;148;14,8;48;
145590;2018092217;148;14,8;45;
145591;2018092216;148;14,8;41;
145592;2018092215;148;14,8;43;
145593;2018092214;148;14,8;42;
145594;2018092213;148;14,8;46;
145595;2018092212;148;14,8;52;
145596;2018092211;148;14,8;57;
145597;2018092210;148;14,8;58;
145598;2018092209;148;14,8;66;
145599;2018092208;148;14,8;70;
145600;2018092207;148;14,8;76;
145601;2018092206;148;14,8;80;
145602;2018092205;148;14,8;72;
145603;2018092204;148;14,8;71;
145604;2018092203;148;14,8;71;
145605;2018092202;148;14,8;67;
145606;2018092201;148;14,8;70;
145607;2018092200;148;14,8;63;
145608;2018092123;148;14,8;65;
145609;2018092122;148;14,8;74;
145610;2018092121;148;14,8;80;
145611;2018092120;148;14,8;83;
145612;2018092119;148;14,8;86;
145613;2018092118;148;14,8;88;
145614;2018092117;148;14,8;83;
145615;2018092116;148;14,8;75;
145616;2018092115;148;14,8;70;
145617;2018092114;148;14,8;35;
145618;2018092113;148;14,8;33;
145619;2018092112;148;14,8;32;
145620;2018092111;148;14,8;35;
145621;2018092110;148;14,8;40;
145622;2018092109;148;14,8;46;
145623;2018092108;148;14,8;56;
145624;2018092107;148;14,8;60;
145625;2018092106;148;14,8;68;
145626;2018092105;148;14,8;69;
145627;2018092104;148;14,8;68;
145628;2018092103;148;14,8;67;
145629;2018092102;148;14,8;64;
145630;2018092101;148;14,8;61;
145631;2018092100;148;14,8;61;
145632;2018092023;148;14,8;64;
145633;2018092022;148;14,8;59;
145634;2018092021;148;14,8;56;
145635;2018092020;148;14,8;53;
145636;2018092019;148;14,8;48;
145637;2018092018;148;14,8;41;
145638;2018092017;148;14,8;36;
145639;2018092016;148;14,8;33;
145640;2018092015;148;14,8;32;
145641;2018092014;148;14,8;33;
145642;2018092013;148;14,8;36;
145643;2018092012;148;14,8;40;
145644;2018092011;148;14,8;41;
145645;2018092010;148;14,8;44;
145646;2018092009;148;14,8;51;
145647;2018092008;148;14,8;56;
145648;2018092007;148;14,8;63;
145649;2018092006;148;14,8;65;
145650;2018092005;148;14,8;68;
145651;2018092004;148;14,8;62;
145652;2018092003;148;14,8;61;
145653;2018092002;148;14,8;57;
145654;2018092001;148;14,8;53;
145655;2018092000;148;14,8;52;
145656;2018091923;148;14,8;56;
145657;2018091922;148;14,8;50;
145658;2018091921;148;14,8;48;
145659;2018091920;148;14,8;49;
145660;2018091919;148;14,8;45;
145661;2018091918;148;14,8;42;
145662;2018091917;148;14,8;39;
145663;2018091916;148;14,8;35;
145664;2018091915;148;14,8;34;
145665;2018091914;148;14,8;35;
145666;2018091913;148;14,8;37;
145667;2018091912;148;14,8;43;
145668;2018091911;148;14,8;47;
145669;2018091910;148;14,8;50;
145670;2018091909;148;14,8;56;
145671;2018091908;148;14,8;61;
145672;2018091907;148;14,8;67;
145673;2018091906;148;14,8;71;
145674;2018091905;148;14,8;72;
145675;2018091904;148;14,8;70;
145676;2018091903;148;14,8;64;
145677;2018091902;148;14,8;55;
145678;2018091901;148;14,8;49;
145679;2018091900;148;14,8;53;
145680;2018091823;148;14,8;49;
145681;2018091822;148;14,8;46;
145682;2018091821;148;14,8;44;
145683;2018091820;148;14,8;40;
145684;2018091819;149;14,9;36;
145685;2018091818;149;14,9;32;
145686;2018091817;149;14,9;28;
145687;2018091816;149;14,9;22;
145688;2018091815;149;14,9;26;
145689;2018091814;149;14,9;27;
145690;2018091813;149;14,9;26;
145691;2018091812;149;14,9;29;
145692;2018091811;149;14,9;36;
145693;2018091810;149;14,9;43;
145694;2018091809;149;14,9;52;
145695;2018091808;149;14,9;63;
145696;2018091807;149;14,9;68;
145697;2018091806;149;14,9;71;
145698;2018091805;149;14,9;72;
145699;2018091804;149;14,9;68;
145700;2018091803;149;14,9;65;
145701;2018091802;149;14,9;65;
145702;2018091801;149;14,9;62;
145703;2018091800;149;14,9;63;
145704;2018091723;149;14,9;58;
145705;2018091722;149;14,9;57;
145706;2018091721;149;14,9;54;
145707;2018091720;149;14,9;48;
145708;2018091719;149;14,9;43;
145709;2018091718;149;14,9;36;
145710;2018091717;149;14,9;28;
145711;2018091716;149;14,9;25;
145712;2018091715;149;14,9;24;
145713;2018091714;149;14,9;26;
145714;2018091713;149;14,9;25;
145715;2018091712;149;14,9;28;
145716;2018091711;149;14,9;33;
145717;2018091710;149;14,9;38;
145718;2018091709;149;14,9;42;
145719;2018091708;149;14,9;52;
145720;2018091707;149;14,9;63;
145721;2018091706;149;14,9;71;
145722;2018091705;149;14,9;74;
145723;2018091704;149;14,9;73;
145724;2018091703;149;14,9;73;
145725;2018091702;149;14,9;74;
145726;2018091701;149;14,9;71;
145727;2018091700;149;14,9;68;
145728;2018091623;149;14,9;65;
145729;2018091622;149;14,9;64;
145730;2018091621;149;14,9;62;
145731;2018091620;149;14,9;57;
145732;2018091619;149;14,9;53;
145733;2018091618;149;14,9;49;
145734;2018091617;149;14,9;44;
145735;2018091616;149;14,9;40;
145736;2018091615;149;14,9;39;
145737;2018091614;149;14,9;40;
145738;2018091613;149;14,9;41;
145739;2018091612;149;14,9;46;
145740;2018091611;149;14,9;48;
145741;2018091610;149;14,9;48;
145742;2018091609;149;14,9;60;
145743;2018091608;149;14,9;67;
145744;2018091607;149;14,9;74;
145745;2018091606;149;14,9;80;
145746;2018091605;149;14,9;84;
145747;2018091604;149;14,9;87;
145748;2018091603;149;14,9;84;
145749;2018091602;149;14,9;82;
145750;2018091601;149;14,9;79;
145751;2018091600;149;14,9;78;
145752;2018091523;149;14,9;77;
145753;2018091522;149;14,9;71;
145754;2018091521;149;14,9;74;
145755;2018091520;149;14,9;69;
145756;2018091519;149;14,9;60;
145757;2018091518;149;14,9;53;
145758;2018091517;149;14,9;49;
145759;2018091516;149;14,9;48;
145760;2018091515;149;14,9;47;
145761;2018091514;149;14,9;44;
145762;2018091513;149;14,9;45;
145763;2018091512;149;14,9;50;
145764;2018091511;149;14,9;50;
145765;2018091510;149;14,9;55;
145766;2018091509;149;14,9;55;
145767;2018091508;149;14,9;63;
145768;2018091507;149;14,9;67;
145769;2018091506;149;14,9;67;
145770;2018091505;149;14,9;69;
145771;2018091504;149;14,9;69;
145772;2018091503;149;14,9;73;
145773;2018091502;149;14,9;73;
145774;2018091501;149;14,9;74;
145775;2018091500;149;14,9;73;
145776;2018091423;149;14,9;77;
145777;2018091422;149;14,9;78;
145778;2018091421;149;14,9;78;
145779;2018091420;149;14,9;76;
145780;2018091419;149;14,9;69;
145781;2018091418;149;14,9;63;
145782;2018091417;149;14,9;51;
145783;2018091416;149;14,9;47;
145784;2018091415;149;14,9;49;
145785;2018091414;149;14,9;51;
145786;2018091413;149;14,9;54;
145787;2018091412;149;14,9;59;
145788;2018091411;149;14,9;61;
145789;2018091410;149;14,9;62;
145790;2018091409;149;14,9;68;
145791;2018091408;149;14,9;74;
145792;2018091407;149;14,9;80;
145793;2018091406;149;14,9;83;
145794;2018091405;149;14,9;83;
145795;2018091404;149;14,9;82;
145796;2018091403;149;14,9;81;
145797;2018091402;149;14,9;80;
145798;2018091401;149;14,9;84;
145799;2018091400;149;14,9;85;
145800;2018091323;149;14,9;88;
145801;2018091322;149;14,9;88;
145802;2018091321;149;14,9;89;
145803;2018091320;149;14,9;91;
145804;2018091319;149;14,9;89;
145805;2018091318;149;14,9;89;
145806;2018091317;149;14,9;90;
145807;2018091316;149;14,9;76;
145808;2018091315;149;14,9;67;
145809;2018091314;149;14,9;67;
145810;2018091313;149;14,9;70;
145811;2018091312;149;14,9;74;
145812;2018091311;149;14,9;79;
145813;2018091310;149;14,9;80;
145814;2018091309;149;14,9;79;
145815;2018091308;149;14,9;79;
145816;2018091307;149;14,9;78;
145817;2018091306;149;14,9;79;
145818;2018091305;149;14,9;81;
145819;2018091304;149;14,9;82;
145820;2018091303;149;14,9;74;
145821;2018091302;149;14,9;73;
145822;2018091301;149;14,9;72;
145823;2018091300;149;14,9;72;
145824;2018091223;149;14,9;69;
145825;2018091222;149;14,9;76;
145826;2018091221;149;14,9;74;
145827;2018091220;149;14,9;72;
145828;2018091219;149;14,9;73;
145829;2018091218;149;14,9;68;
145830;2018091217;149;14,9;65;
145831;2018091216;149;14,9;59;
145832;2018091215;149;14,9;50;
145833;2018091214;149;14,9;46;
145834;2018091213;149;14,9;39;
145835;2018091212;149;14,9;43;
145836;2018091211;149;14,9;48;
145837;2018091210;149;14,9;48;
145838;2018091209;149;14,9;48;
145839;2018091208;149;14,9;49;
145840;2018091207;149;14,9;51;
145841;2018091206;149;14,9;55;
145842;2018091205;149;14,9;57;
145843;2018091204;149;14,9;57;
145844;2018091203;149;14,9;56;
145845;2018091202;149;14,9;54;
145846;2018091201;149;14,9;53;
145847;2018091200;149;14,9;51;
145848;2018091123;149;14,9;50;
145849;2018091122;149;14,9;47;
145850;2018091121;149;14,9;42;
145851;2018091120;149;14,9;39;
145852;2018091119;149;14,9;38;
145853;2018091118;149;14,9;38;
145854;2018091117;149;14,9;33;
145855;2018091116;149;14,9;34;
145856;2018091115;149;14,9;34;
145857;2018091114;149;14,9;32;
145858;2018091113;149;14,9;33;
145859;2018091112;149;14,9;34;
145860;2018091111;149;14,9;41;
145861;2018091110;149;14,9;47;
145862;2018091109;149;14,9;53;
145863;2018091108;149;14,9;57;
145864;2018091107;149;14,9;63;
145865;2018091106;149;14,9;66;
145866;2018091105;149;14,9;65;
145867;2018091104;149;14,9;63;
145868;2018091103;149;14,9;63;
145869;2018091102;149;14,9;61;
145870;2018091101;149;14,9;60;
145871;2018091100;149;14,9;57;
145872;2018091023;149;14,9;55;
145873;2018091022;149;14,9;54;
145874;2018091021;149;14,9;54;
145875;2018091020;149;14,9;50;
145876;2018091019;149;14,9;47;
145877;2018091018;149;14,9;45;
145878;2018091017;149;14,9;43;
145879;2018091016;149;14,9;40;
145880;2018091015;149;14,9;34;
145881;2018091014;149;14,9;31;
145882;2018091013;149;14,9;30;
145883;2018091012;149;14,9;33;
145884;2018091011;149;14,9;37;
145885;2018091010;149;14,9;39;
145886;2018091009;149;14,9;42;
145887;2018091008;149;14,9;48;
145888;2018091007;149;14,9;58;
145889;2018091006;149;14,9;63;
145890;2018091005;149;14,9;64;
145891;2018091004;149;14,9;62;
145892;2018091003;149;14,9;59;
145893;2018091002;149;14,9;61;
145894;2018091001;149;14,9;61;
145895;2018091000;149;14,9;57;
145896;2018090923;149;14,9;54;
145897;2018090922;149;14,9;54;
145898;2018090921;149;14,9;51;
145899;2018090920;149;14,9;46;
145900;2018090919;149;14,9;42;
145901;2018090918;149;14,9;34;
145902;2018090917;149;14,9;30;
145903;2018090916;149;14,9;29;
145904;2018090915;149;14,9;27;
145905;2018090914;149;14,9;26;
145906;2018090913;149;14,9;27;
145907;2018090912;149;14,9;28;
145908;2018090911;149;14,9;31;
145909;2018090910;149;14,9;35;
145910;2018090909;149;14,9;44;
145911;2018090908;149;14,9;55;
145912;2018090907;149;14,9;57;
145913;2018090906;149;14,9;59;
145914;2018090905;149;14,9;58;
145915;2018090904;149;14,9;54;
145916;2018090903;149;14,9;54;
145917;2018090902;149;14,9;57;
145918;2018090901;149;14,9;59;
145919;2018090900;149;14,9;59;
145920;2018090823;149;14,9;56;
145921;2018090822;149;14,9;53;
145922;2018090821;149;14,9;52;
145923;2018090820;149;14,9;50;
145924;2018090819;149;14,9;47;
145925;2018090818;149;14,9;45;
145926;2018090817;149;14,9;39;
145927;2018090816;149;14,9;39;
145928;2018090815;149;14,9;36;
145929;2018090814;149;14,9;37;
145930;2018090813;149;14,9;35;
145931;2018090812;149;14,9;35;
145932;2018090811;149;14,9;40;
145933;2018090810;149;14,9;41;
145934;2018090809;149;14,9;44;
145935;2018090808;149;14,9;46;
145936;2018090807;149;14,9;57;
145937;2018090806;149;14,9;64;
145938;2018090805;149;14,9;67;
145939;2018090804;149;14,9;63;
145940;2018090803;149;14,9;60;
145941;2018090802;149;14,9;59;
145942;2018090801;149;14,9;64;
145943;2018090800;149;14,9;69;
145944;2018090723;149;14,9;71;
145945;2018090722;149;14,9;65;
145946;2018090721;149;14,9;51;
145947;2018090720;149;14,9;49;
145948;2018090719;149;14,9;54;
145949;2018090718;149;14,9;50;
145950;2018090717;149;14,9;51;
145951;2018090716;149;14,9;49;
145952;2018090715;149;14,9;51;
145953;2018090714;149;14,9;53;
145954;2018090713;149;14,9;66;
145955;2018090712;149;14,9;74;
145956;2018090711;149;14,9;76;
145957;2018090710;149;14,9;76;
145958;2018090709;149;14,9;78;
145959;2018090708;149;14,9;77;
145960;2018090707;149;14,9;82;
145961;2018090706;149;14,9;82;
145962;2018090705;149;14,9;87;
145963;2018090704;149;14,9;70;
145964;2018090703;149;14,9;71;
145965;2018090702;149;14,9;69;
145966;2018090701;150;15,0;69;
145967;2018090700;150;15,0;67;
145968;2018090623;150;15,0;65;
145969;2018090622;150;15,0;63;
145970;2018090621;150;15,0;59;
145971;2018090620;150;15,0;57;
145972;2018090619;150;15,0;55;
145973;2018090618;150;15,0;53;
145974;2018090617;150;15,0;48;
145975;2018090616;150;15,0;45;
145976;2018090615;150;15,0;41;
145977;2018090614;150;15,0;41;
145978;2018090613;150;15,0;42;
145979;2018090612;150;15,0;44;
145980;2018090611;150;15,0;54;
145981;2018090610;150;15,0;60;
145982;2018090609;150;15,0;68;
145983;2018090608;150;15,0;77;
145984;2018090607;150;15,0;82;
145985;2018090606;150;15,0;83;
145986;2018090605;150;15,0;85;
145987;2018090604;150;15,0;83;
145988;2018090603;150;15,0;81;
145989;2018090602;150;15,0;81;
145990;2018090601;150;15,0;80;
145991;2018090600;150;15,0;78;
145992;2018090523;150;15,0;77;
145993;2018090522;150;15,0;73;
145994;2018090521;150;15,0;69;
145995;2018090520;150;15,0;62;
145996;2018090519;150;15,0;51;
145997;2018090518;150;15,0;47;
145998;2018090517;150;15,0;45;
145999;2018090516;150;15,0;46;
146000;2018090515;150;15,0;44;
146001;2018090514;150;15,0;49;
146002;2018090513;150;15,0;48;
146003;2018090512;150;15,0;52;
146004;2018090511;150;15,0;57;
146005;2018090510;150;15,0;60;
146006;2018090509;150;15,0;70;
146007;2018090508;150;15,0;84;
146008;2018090507;150;15,0;93;
146009;2018090506;150;15,0;90;
146010;2018090505;150;15,0;92;
146011;2018090504;150;15,0;95;
146012;2018090503;150;15,0;96;
