INDEX;MESS_DATUM;LUFTTEMP_INT;LUFTTEMP_FLOAT;LUFTFEUCHTIGKEIT;
144606;2018110217;144;14,4;67;
144607;2018110216;144;14,4;66;
144608;2018110215;144;14,4;64;
144609;2018110214;144;14,4;63;
144610;2018110213;144;14,4;59;
144611;2018110212;144;14,4;62;
144612;2018110211;144;14,4;67;
144613;2018110210;144;14,4;72;
144614;2018110209;144;14,4;76;
144615;2018110208;144;14,4;79;
144616;2018110207;144;14,4;84;
144617;2018110206;144;14,4;86;
144618;2018110205;144;14,4;85;
144619;2018110204;144;14,4;85;
144620;2018110203;144;14,4;85;
144621;2018110202;144;14,4;83;
144622;2018110201;144;14,4;84;
144623;2018110200;144;14,4;80;
144624;2018110123;144;14,4;79;
144625;2018110122;144;14,4;77;
144626;2018110121;145;14,5;78;
144627;2018110120;145;14,5;82;
144628;2018110119;145;14,5;83;
144629;2018110118;145;14,5;82;
144630;2018110117;145;14,5;80;
144631;2018110116;145;14,5;78;
144632;2018110115;145;14,5;75;
144633;2018110114;145;14,5;72;
144634;2018110113;145;14,5;68;
144635;2018110112;145;14,5;68;
144636;2018110111;145;14,5;67;
144637;2018110110;145;14,5;71;
144638;2018110109;145;14,5;80;
144639;2018110108;145;14,5;85;
144640;2018110107;145;14,5;87;
144641;2018110106;145;14,5;86;
144642;2018110105;145;14,5;85;
144643;2018110104;145;14,5;81;
144644;2018110103;145;14,5;81;
144645;2018110102;145;14,5;77;
144646;2018110101;145;14,5;72;
144647;2018110100;145;14,5;71;
144648;2018103123;145;14,5;66;
144649;2018103122;145;14,5;68;
144650;2018103121;145;14,5;67;
144651;2018103120;145;14,5;62;
144652;2018103119;145;14,5;62;
144653;2018103118;145;14,5;63;
144654;2018103117;145;14,5;59;
144655;2018103116;145;14,5;56;
144656;2018103115;145;14,5;51;
144657;2018103114;145;14,5;47;
144658;2018103113;145;14,5;46;
144659;2018103112;145;14,5;51;
144660;2018103111;145;14,5;54;
144661;2018103110;145;14,5;59;
144662;2018103109;145;14,5;65;
144663;2018103108;145;14,5;69;
144664;2018103107;145;14,5;72;
144665;2018103106;145;14,5;70;
144666;2018103105;145;14,5;71;
144667;2018103104;145;14,5;69;
144668;2018103103;145;14,5;66;
144669;2018103102;145;14,5;65;
144670;2018103101;145;14,5;64;
144671;2018103100;145;14,5;63;
144672;2018103023;145;14,5;64;
144673;2018103022;145;14,5;64;
144674;2018103021;145;14,5;62;
144675;2018103020;145;14,5;60;
144676;2018103019;145;14,5;60;
144677;2018103018;145;14,5;59;
144678;2018103017;145;14,5;76;
144679;2018103016;145;14,5;64;
144680;2018103015;145;14,5;53;
144681;2018103014;145;14,5;42;
144682;2018103013;145;14,5;41;
144683;2018103012;145;14,5;36;
144684;2018103011;145;14,5;42;
144685;2018103010;145;14,5;56;
144686;2018103009;145;14,5;64;
144687;2018103008;145;14,5;74;
144688;2018103007;145;14,5;81;
144689;2018103006;145;14,5;86;
144690;2018103005;145;14,5;90;
144691;2018103004;145;14,5;92;
144692;2018103003;145;14,5;93;
144693;2018103002;145;14,5;95;
144694;2018103001;145;14,5;98;
144695;2018103000;145;14,5;99;
144696;2018102923;145;14,5;98;
144697;2018102922;145;14,5;97;
144698;2018102921;145;14,5;97;
144699;2018102920;145;14,5;94;
144700;2018102919;145;14,5;94;
144701;2018102918;145;14,5;93;
144702;2018102917;145;14,5;94;
144703;2018102916;145;14,5;87;
144704;2018102915;145;14,5;86;
144705;2018102914;145;14,5;84;
144706;2018102913;145;14,5;83;
144707;2018102912;145;14,5;83;
144708;2018102911;145;14,5;84;
144709;2018102910;145;14,5;82;
144710;2018102909;145;14,5;80;
144711;2018102908;145;14,5;80;
144712;2018102907;145;14,5;79;
144713;2018102906;145;14,5;78;
144714;2018102905;145;14,5;76;
144715;2018102904;145;14,5;76;
144716;2018102903;145;14,5;76;
144717;2018102902;145;14,5;76;
144718;2018102901;145;14,5;76;
144719;2018102900;145;14,5;75;
144720;2018102823;145;14,5;83;
144721;2018102822;145;14,5;80;
144722;2018102821;145;14,5;80;
144723;2018102820;145;14,5;81;
144724;2018102819;145;14,5;76;
144725;2018102818;145;14,5;74;
144726;2018102817;145;14,5;71;
144727;2018102816;145;14,5;69;
144728;2018102815;145;14,5;66;
144729;2018102814;145;14,5;64;
144730;2018102813;145;14,5;64;
144731;2018102812;145;14,5;64;
144732;2018102811;145;14,5;66;
144733;2018102810;145;14,5;73;
144734;2018102809;145;14,5;79;
144735;2018102808;145;14,5;86;
144736;2018102807;145;14,5;88;
144737;2018102806;145;14,5;89;
144738;2018102805;145;14,5;88;
144739;2018102804;145;14,5;88;
144740;2018102803;145;14,5;88;
144741;2018102802;145;14,5;86;
144742;2018102801;145;14,5;83;
144743;2018102800;145;14,5;80;
144744;2018102723;145;14,5;73;
144745;2018102722;145;14,5;77;
144746;2018102721;145;14,5;77;
144747;2018102720;145;14,5;76;
144748;2018102719;145;14,5;72;
144749;2018102718;145;14,5;62;
144750;2018102717;145;14,5;60;
144751;2018102716;145;14,5;61;
144752;2018102715;145;14,5;59;
144753;2018102714;145;14,5;57;
144754;2018102713;145;14,5;61;
144755;2018102712;145;14,5;65;
144756;2018102711;145;14,5;66;
144757;2018102710;145;14,5;67;
144758;2018102709;145;14,5;69;
144759;2018102708;145;14,5;67;
144760;2018102707;145;14,5;68;
144761;2018102706;145;14,5;70;
144762;2018102705;145;14,5;71;
144763;2018102704;145;14,5;70;
144764;2018102703;145;14,5;72;
144765;2018102702;145;14,5;73;
144766;2018102701;145;14,5;72;
144767;2018102700;145;14,5;71;
144768;2018102623;145;14,5;71;
144769;2018102622;145;14,5;71;
144770;2018102621;145;14,5;75;
144771;2018102620;145;14,5;76;
144772;2018102619;145;14,5;75;
144773;2018102618;145;14,5;72;
144774;2018102617;145;14,5;67;
144775;2018102616;145;14,5;71;
144776;2018102615;145;14,5;74;
144777;2018102614;145;14,5;78;
144778;2018102613;145;14,5;78;
144779;2018102612;145;14,5;83;
144780;2018102611;145;14,5;83;
144781;2018102610;145;14,5;76;
144782;2018102609;145;14,5;76;
144783;2018102608;145;14,5;80;
144784;2018102607;145;14,5;85;
144785;2018102606;145;14,5;82;
144786;2018102605;145;14,5;80;
144787;2018102604;145;14,5;79;
144788;2018102603;145;14,5;76;
144789;2018102602;145;14,5;73;
144790;2018102601;145;14,5;74;
144791;2018102600;145;14,5;73;
144792;2018102523;145;14,5;69;
144793;2018102522;145;14,5;67;
144794;2018102521;145;14,5;66;
144795;2018102520;145;14,5;65;
144796;2018102519;145;14,5;65;
144797;2018102518;145;14,5;56;
144798;2018102517;145;14,5;57;
144799;2018102516;145;14,5;59;
144800;2018102515;145;14,5;68;
144801;2018102514;145;14,5;72;
144802;2018102513;145;14,5;76;
144803;2018102512;145;14,5;82;
144804;2018102511;145;14,5;88;
144805;2018102510;145;14,5;87;
144806;2018102509;145;14,5;83;
144807;2018102508;145;14,5;84;
144808;2018102507;145;14,5;89;
144809;2018102506;145;14,5;89;
144810;2018102505;145;14,5;93;
144811;2018102504;145;14,5;90;
144812;2018102503;145;14,5;91;
144813;2018102502;145;14,5;96;
144814;2018102501;145;14,5;96;
144815;2018102500;145;14,5;90;
144816;2018102423;145;14,5;83;
144817;2018102422;145;14,5;71;
144818;2018102421;145;14,5;68;
144819;2018102420;145;14,5;67;
144820;2018102419;145;14,5;66;
144821;2018102418;145;14,5;61;
144822;2018102417;145;14,5;57;
144823;2018102416;145;14,5;50;
144824;2018102415;145;14,5;44;
144825;2018102414;145;14,5;44;
144826;2018102413;145;14,5;45;
144827;2018102412;145;14,5;45;
144828;2018102411;145;14,5;49;
144829;2018102410;145;14,5;52;
144830;2018102409;145;14,5;58;
144831;2018102408;145;14,5;66;
144832;2018102407;145;14,5;64;
144833;2018102406;145;14,5;69;
144834;2018102405;145;14,5;65;
144835;2018102404;145;14,5;70;
144836;2018102403;145;14,5;70;
144837;2018102402;145;14,5;64;
144838;2018102401;145;14,5;66;
144839;2018102400;145;14,5;68;
144840;2018102323;145;14,5;86;
144841;2018102322;145;14,5;87;
144842;2018102321;145;14,5;87;
144843;2018102320;145;14,5;92;
144844;2018102319;145;14,5;89;
144845;2018102318;145;14,5;92;
144846;2018102317;145;14,5;93;
144847;2018102316;145;14,5;94;
144848;2018102315;145;14,5;93;
144849;2018102314;145;14,5;92;
144850;2018102313;145;14,5;93;
144851;2018102312;145;14,5;83;
144852;2018102311;145;14,5;81;
144853;2018102310;145;14,5;85;
144854;2018102309;145;14,5;84;
144855;2018102308;145;14,5;74;
144856;2018102307;145;14,5;70;
144857;2018102306;145;14,5;71;
144858;2018102305;145;14,5;75;
144859;2018102304;145;14,5;76;
144860;2018102303;145;14,5;75;
144861;2018102302;145;14,5;78;
144862;2018102301;145;14,5;78;
144863;2018102300;145;14,5;78;
144864;2018102223;145;14,5;75;
144865;2018102222;145;14,5;73;
144866;2018102221;145;14,5;68;
144867;2018102220;145;14,5;69;
144868;2018102219;145;14,5;69;
144869;2018102218;145;14,5;66;
144870;2018102217;145;14,5;67;
144871;2018102216;145;14,5;64;
144872;2018102215;145;14,5;66;
144873;2018102214;145;14,5;70;
144874;2018102213;145;14,5;83;
144875;2018102212;145;14,5;88;
144876;2018102211;146;14,6;92;
144877;2018102210;146;14,6;94;
144878;2018102209;146;14,6;76;
144879;2018102208;146;14,6;71;
144880;2018102207;146;14,6;73;
144881;2018102206;146;14,6;74;
144882;2018102205;146;14,6;77;
144883;2018102204;146;14,6;79;
144884;2018102203;146;14,6;79;
144885;2018102202;146;14,6;74;
144886;2018102201;146;14,6;70;
144887;2018102200;146;14,6;71;
144888;2018102123;146;14,6;73;
144889;2018102122;146;14,6;73;
144890;2018102121;146;14,6;73;
144891;2018102120;146;14,6;70;
144892;2018102119;146;14,6;68;
144893;2018102118;146;14,6;66;
144894;2018102117;146;14,6;63;
144895;2018102116;146;14,6;58;
144896;2018102115;146;14,6;52;
144897;2018102114;146;14,6;49;
144898;2018102113;146;14,6;49;
144899;2018102112;146;14,6;51;
144900;2018102111;146;14,6;56;
144901;2018102110;146;14,6;66;
144902;2018102109;146;14,6;80;
144903;2018102108;146;14,6;87;
144904;2018102107;146;14,6;90;
144905;2018102106;146;14,6;91;
144906;2018102105;146;14,6;93;
144907;2018102104;146;14,6;89;
144908;2018102103;146;14,6;87;
144909;2018102102;146;14,6;84;
144910;2018102101;146;14,6;80;
144911;2018102100;146;14,6;76;
144912;2018102023;146;14,6;72;
144913;2018102022;146;14,6;67;
144914;2018102021;146;14,6;64;
144915;2018102020;146;14,6;62;
144916;2018102019;146;14,6;61;
144917;2018102018;146;14,6;57;
144918;2018102017;146;14,6;56;
144919;2018102016;146;14,6;54;
144920;2018102015;146;14,6;56;
144921;2018102014;146;14,6;51;
144922;2018102013;146;14,6;51;
144923;2018102012;146;14,6;49;
144924;2018102011;146;14,6;50;
144925;2018102010;146;14,6;58;
144926;2018102009;146;14,6;69;
144927;2018102008;146;14,6;75;
144928;2018102007;146;14,6;73;
144929;2018102006;146;14,6;74;
144930;2018102005;146;14,6;78;
144931;2018102004;146;14,6;81;
144932;2018102003;146;14,6;80;
144933;2018102002;146;14,6;82;
144934;2018102001;146;14,6;80;
144935;2018102000;146;14,6;79;
144936;2018101923;146;14,6;76;
144937;2018101922;146;14,6;75;
144938;2018101921;146;14,6;74;
144939;2018101920;146;14,6;71;
144940;2018101919;146;14,6;71;
144941;2018101918;146;14,6;65;
144942;2018101917;146;14,6;62;
144943;2018101916;146;14,6;56;
144944;2018101915;146;14,6;56;
144945;2018101914;146;14,6;53;
144946;2018101913;146;14,6;52;
144947;2018101912;146;14,6;55;
144948;2018101911;146;14,6;60;
144949;2018101910;146;14,6;70;
144950;2018101909;146;14,6;75;
144951;2018101908;146;14,6;80;
144952;2018101907;146;14,6;85;
144953;2018101906;146;14,6;85;
144954;2018101905;146;14,6;85;
144955;2018101904;146;14,6;87;
144956;2018101903;146;14,6;83;
144957;2018101902;146;14,6;81;
144958;2018101901;146;14,6;79;
144959;2018101900;146;14,6;76;
144960;2018101823;146;14,6;71;
144961;2018101822;146;14,6;74;
144962;2018101821;146;14,6;80;
144963;2018101820;146;14,6;81;
144964;2018101819;146;14,6;85;
144965;2018101818;146;14,6;88;
144966;2018101817;146;14,6;87;
144967;2018101816;146;14,6;85;
144968;2018101815;146;14,6;85;
144969;2018101814;146;14,6;83;
144970;2018101813;146;14,6;75;
144971;2018101812;146;14,6;72;
144972;2018101811;146;14,6;66;
144973;2018101810;146;14,6;67;
144974;2018101809;146;14,6;75;
144975;2018101808;146;14,6;77;
144976;2018101807;146;14,6;82;
144977;2018101806;146;14,6;87;
144978;2018101805;146;14,6;87;
144979;2018101804;146;14,6;88;
144980;2018101803;146;14,6;88;
144981;2018101802;146;14,6;87;
144982;2018101801;146;14,6;86;
144983;2018101800;146;14,6;85;
144984;2018101723;146;14,6;84;
144985;2018101722;146;14,6;81;
144986;2018101721;146;14,6;77;
144987;2018101720;146;14,6;73;
144988;2018101719;146;14,6;70;
144989;2018101718;146;14,6;68;
144990;2018101717;146;14,6;64;
144991;2018101716;146;14,6;57;
144992;2018101715;146;14,6;51;
144993;2018101714;146;14,6;47;
144994;2018101713;146;14,6;45;
144995;2018101712;146;14,6;49;
144996;2018101711;146;14,6;52;
144997;2018101710;146;14,6;56;
144998;2018101709;146;14,6;67;
144999;2018101708;146;14,6;77;
145000;2018101707;146;14,6;83;
145001;2018101706;146;14,6;84;
145002;2018101705;146;14,6;83;
145003;2018101704;146;14,6;81;
145004;2018101703;146;14,6;82;
145005;2018101702;146;14,6;80;
145006;2018101701;146;14,6;79;
145007;2018101700;146;14,6;80;
145008;2018101623;146;14,6;76;
145009;2018101622;146;14,6;72;
145010;2018101621;146;14,6;69;
145011;2018101620;146;14,6;66;
145012;2018101619;146;14,6;63;
145013;2018101618;146;14,6;62;
145014;2018101617;146;14,6;55;
145015;2018101616;146;14,6;49;
145016;2018101615;146;14,6;44;
145017;2018101614;146;14,6;41;
145018;2018101613;146;14,6;44;
145019;2018101612;146;14,6;41;
145020;2018101611;146;14,6;45;
145021;2018101610;146;14,6;53;
145022;2018101609;146;14,6;60;
145023;2018101608;146;14,6;65;
145024;2018101607;146;14,6;69;
145025;2018101606;146;14,6;72;
145026;2018101605;146;14,6;72;
145027;2018101604;146;14,6;72;
145028;2018101603;146;14,6;69;
145029;2018101602;146;14,6;68;
145030;2018101601;146;14,6;64;
145031;2018101600;146;14,6;60;
145032;2018101523;146;14,6;57;
145033;2018101522;146;14,6;53;
145034;2018101521;146;14,6;51;
145035;2018101520;146;14,6;49;
145036;2018101519;146;14,6;49;
145037;2018101518;146;14,6;45;
145038;2018101517;146;14,6;43;
145039;2018101516;146;14,6;39;
145040;2018101515;146;14,6;38;
145041;2018101514;146;14,6;38;
145042;2018101513;146;14,6;36;
145043;2018101512;146;14,6;37;
145044;2018101511;146;14,6;37;
145045;2018101510;146;14,6;41;
145046;2018101509;146;14,6;44;
145047;2018101508;146;14,6;55;
145048;2018101507;146;14,6;60;
145049;2018101506;146;14,6;60;
145050;2018101505;146;14,6;59;
145051;2018101504;146;14,6;58;
145052;2018101503;146;14,6;55;
145053;2018101502;146;14,6;53;
145054;2018101501;146;14,6;53;
145055;2018101500;146;14,6;53;
145056;2018101423;146;14,6;52;
145057;2018101422;146;14,6;50;
145058;2018101421;146;14,6;50;
145059;2018101420;146;14,6;49;
145060;2018101419;146;14,6;46;
145061;2018101418;146;14,6;46;
145062;2018101417;146;14,6;44;
145063;2018101416;146;14,6;38;
145064;2018101415;146;14,6;35;
145065;2018101414;146;14,6;34;
145066;2018101413;146;14,6;35;
145067;2018101412;146;14,6;39;
145068;2018101411;146;14,6;42;
145069;2018101410;146;14,6;48;
145070;2018101409;146;14,6;56;
145071;2018101408;146;14,6;64;
145072;2018101407;146;14,6;72;
145073;2018101406;146;14,6;75;
145074;2018101405;146;14,6;74;
145075;2018101404;146;14,6;73;
145076;2018101403;146;14,6;71;
145077;2018101402;146;14,6;70;
145078;2018101401;146;14,6;71;
145079;2018101400;146;14,6;68;
145080;2018101323;146;14,6;65;
145081;2018101322;146;14,6;64;
145082;2018101321;146;14,6;63;
145083;2018101320;146;14,6;60;
145084;2018101319;146;14,6;55;
145085;2018101318;146;14,6;49;
145086;2018101317;146;14,6;46;
145087;2018101316;146;14,6;44;
145088;2018101315;146;14,6;40;
145089;2018101314;146;14,6;35;
145090;2018101313;146;14,6;38;
145091;2018101312;146;14,6;43;
145092;2018101311;146;14,6;44;
145093;2018101310;146;14,6;49;
145094;2018101309;146;14,6;63;
145095;2018101308;146;14,6;72;
145096;2018101307;146;14,6;79;
145097;2018101306;146;14,6;83;
145098;2018101305;146;14,6;83;
145099;2018101304;146;14,6;84;
145100;2018101303;146;14,6;81;
145101;2018101302;146;14,6;79;
145102;2018101301;146;14,6;78;
145103;2018101300;146;14,6;75;
145104;2018101223;146;14,6;73;
145105;2018101222;146;14,6;70;
145106;2018101221;146;14,6;66;
145107;2018101220;146;14,6;63;
145108;2018101219;146;14,6;60;
145109;2018101218;146;14,6;55;
145110;2018101217;146;14,6;51;
145111;2018101216;146;14,6;43;
145112;2018101215;146;14,6;39;
145113;2018101214;146;14,6;35;
145114;2018101213;146;14,6;37;
145115;2018101212;146;14,6;40;
145116;2018101211;146;14,6;44;
145117;2018101210;146;14,6;51;
145118;2018101209;146;14,6;61;
145119;2018101208;146;14,6;72;
145120;2018101207;146;14,6;78;
145121;2018101206;146;14,6;79;
145122;2018101205;146;14,6;79;
145123;2018101204;146;14,6;76;
145124;2018101203;146;14,6;74;
145125;2018101202;146;14,6;70;
145126;2018101201;146;14,6;68;
145127;2018101200;146;14,6;65;
145128;2018101123;146;14,6;63;
145129;2018101122;146;14,6;63;
145130;2018101121;146;14,6;61;
145131;2018101120;146;14,6;62;
145132;2018101119;146;14,6;58;
145133;2018101118;146;14,6;52;
145134;2018101117;146;14,6;45;
145135;2018101116;147;14,7;41;
145136;2018101115;147;14,7;38;
145137;2018101114;147;14,7;38;
145138;2018101113;147;14,7;39;
145139;2018101112;147;14,7;42;
145140;2018101111;147;14,7;43;
145141;2018101110;147;14,7;49;
145142;2018101109;147;14,7;59;
145143;2018101108;147;14,7;67;
145144;2018101107;147;14,7;73;
145145;2018101106;147;14,7;79;
145146;2018101105;147;14,7;82;
145147;2018101104;147;14,7;80;
145148;2018101103;147;14,7;83;
145149;2018101102;147;14,7;81;
145150;2018101101;147;14,7;82;
145151;2018101100;147;14,7;80;
145152;2018101023;147;14,7;78;
145153;2018101022;147;14,7;76;
145154;2018101021;147;14,7;73;
145155;2018101020;147;14,7;71;
145156;2018101019;147;14,7;67;
145157;2018101018;147;14,7;62;
145158;2018101017;147;14,7;55;
145159;2018101016;147;14,7;50;
145160;2018101015;147;14,7;47;
145161;2018101014;147;14,7;47;
145162;2018101013;147;14,7;48;
145163;2018101012;147;14,7;52;
145164;2018101011;147;14,7;52;
145165;2018101010;147;14,7;61;
145166;2018101009;147;14,7;74;
145167;2018101008;147;14,7;87;
145168;2018101007;147;14,7;93;
145169;2018101006;147;14,7;96;
145170;2018101005;147;14,7;95;
145171;2018101004;147;14,7;95;
145172;2018101003;147;14,7;95;
145173;2018101002;147;14,7;94;
145174;2018101001;147;14,7;93;
145175;2018101000;147;14,7;94;
145176;2018100923;147;14,7;91;
145177;2018100922;147;14,7;89;
145178;2018100921;147;14,7;86;
145179;2018100920;147;14,7;82;
145180;2018100919;147;14,7;78;
145181;2018100918;147;14,7;73;
145182;2018100917;147;14,7;67;
145183;2018100916;147;14,7;60;
145184;2018100915;147;14,7;56;
145185;2018100914;147;14,7;51;
145186;2018100913;147;14,7;52;
145187;2018100912;147;14,7;51;
145188;2018100911;147;14,7;56;
145189;2018100910;147;14,7;67;
145190;2018100909;147;14,7;77;
145191;2018100908;147;14,7;83;
145192;2018100907;147;14,7;89;
145193;2018100906;147;14,7;92;
145194;2018100905;147;14,7;87;
145195;2018100904;147;14,7;89;
145196;2018100903;147;14,7;87;
145197;2018100902;147;14,7;87;
145198;2018100901;147;14,7;84;
145199;2018100900;147;14,7;82;
145200;2018100823;147;14,7;80;
145201;2018100822;147;14,7;75;
145202;2018100821;147;14,7;72;
145203;2018100820;147;14,7;69;
145204;2018100819;147;14,7;65;
145205;2018100818;147;14,7;60;
145206;2018100817;147;14,7;57;
145207;2018100816;147;14,7;52;
145208;2018100815;147;14,7;48;
145209;2018100814;147;14,7;45;
145210;2018100813;147;14,7;44;
145211;2018100812;147;14,7;47;
145212;2018100811;147;14,7;54;
145213;2018100810;147;14,7;61;
145214;2018100809;147;14,7;71;
145215;2018100808;147;14,7;76;
145216;2018100807;147;14,7;82;
145217;2018100806;147;14,7;89;
145218;2018100805;147;14,7;91;
145219;2018100804;147;14,7;89;
145220;2018100803;147;14,7;89;
145221;2018100802;147;14,7;85;
145222;2018100801;147;14,7;85;
145223;2018100800;147;14,7;84;
145224;2018100723;147;14,7;83;
145225;2018100722;147;14,7;77;
145226;2018100721;147;14,7;73;
145227;2018100720;147;14,7;70;
145228;2018100719;147;14,7;66;
145229;2018100718;147;14,7;64;
145230;2018100717;147;14,7;63;
145231;2018100716;147;14,7;58;
145232;2018100715;147;14,7;58;
145233;2018100714;147;14,7;56;
145234;2018100713;147;14,7;62;
145235;2018100712;147;14,7;65;
145236;2018100711;147;14,7;70;
145237;2018100710;147;14,7;72;
145238;2018100709;147;14,7;78;
145239;2018100708;147;14,7;85;
145240;2018100707;147;14,7;83;
145241;2018100706;147;14,7;80;
145242;2018100705;147;14,7;77;
145243;2018100704;147;14,7;74;
145244;2018100703;147;14,7;76;
145245;2018100702;147;14,7;72;
145246;2018100701;147;14,7;71;
145247;2018100700;147;14,7;71;
145248;2018100623;147;14,7;69;
145249;2018100622;147;14,7;70;
145250;2018100621;147;14,7;68;
145251;2018100620;147;14,7;65;
145252;2018100619;147;14,7;63;
145253;2018100618;147;14,7;61;
145254;2018100617;147;14,7;58;
145255;2018100616;147;14,7;53;
145256;2018100615;147;14,7;45;
145257;2018100614;147;14,7;43;
145258;2018100613;147;14,7;45;
145259;2018100612;147;14,7;49;
145260;2018100611;147;14,7;48;
145261;2018100610;147;14,7;54;
145262;2018100609;147;14,7;63;
145263;2018100608;147;14,7;69;
145264;2018100607;147;14,7;76;
145265;2018100606;147;14,7;82;
145266;2018100605;147;14,7;82;
145267;2018100604;147;14,7;81;
145268;2018100603;147;14,7;79;
145269;2018100602;147;14,7;78;
145270;2018100601;147;14,7;75;
145271;2018100600;147;14,7;73;
145272;2018100523;147;14,7;73;
145273;2018100522;147;14,7;71;
145274;2018100521;147;14,7;68;
145275;2018100520;147;14,7;64;
145276;2018100519;147;14,7;62;
145277;2018100518;147;14,7;57;
145278;2018100517;147;14,7;52;
145279;2018100516;147;14,7;50;
145280;2018100515;147;14,7;46;
145281;2018100514;147;14,7;42;
145282;2018100513;147;14,7;42;
145283;2018100512;147;14,7;46;
145284;2018100511;147;14,7;47;
145285;2018100510;147;14,7;49;
145286;2018100509;147;14,7;62;
145287;2018100508;147;14,7;68;
145288;2018100507;147;14,7;75;
145289;2018100506;147;14,7;76;
145290;2018100505;147;14,7;79;
145291;2018100504;147;14,7;81;
145292;2018100503;147;14,7;83;
145293;2018100502;147;14,7;83;
145294;2018100501;147;14,7;84;
145295;2018100500;147;14,7;85;
145296;2018100423;147;14,7;81;
145297;2018100422;147;14,7;81;
145298;2018100421;147;14,7;80;
145299;2018100420;147;14,7;79;
145300;2018100419;147;14,7;79;
145301;2018100418;147;14,7;79;
145302;2018100417;147;14,7;76;
145303;2018100416;147;14,7;72;
145304;2018100415;147;14,7;70;
145305;2018100414;147;14,7;69;
145306;2018100413;147;14,7;70;
145307;2018100412;147;14,7;72;
145308;2018100411;147;14,7;71;
145309;2018100410;147;14,7;69;
145310;2018100409;147;14,7;71;
145311;2018100408;147;14,7;73;
145312;2018100407;147;14,7;78;
145313;2018100406;147;14,7;83;
145314;2018100405;147;14,7;85;
145315;2018100404;147;14,7;86;
145316;2018100403;147;14,7;84;
145317;2018100402;147;14,7;82;
145318;2018100401;147;14,7;79;
145319;2018100400;147;14,7;78;
145320;2018100323;147;14,7;73;
145321;2018100322;147;14,7;71;
145322;2018100321;147;14,7;70;
145323;2018100320;147;14,7;68;
145324;2018100319;147;14,7;65;
145325;2018100318;147;14,7;63;
145326;2018100317;147;14,7;49;
145327;2018100316;147;14,7;44;
145328;2018100315;147;14,7;44;
145329;2018100314;147;14,7;44;
145330;2018100313;147;14,7;52;
145331;2018100312;147;14,7;70;
145332;2018100311;147;14,7;58;
145333;2018100310;147;14,7;62;
145334;2018100309;147;14,7;67;
145335;2018100308;147;14,7;70;
145336;2018100307;147;14,7;71;
145337;2018100306;147;14,7;71;
145338;2018100305;147;14,7;71;
145339;2018100304;147;14,7;73;
145340;2018100303;147;14,7;73;
145341;2018100302;147;14,7;78;
145342;2018100301;147;14,7;73;
145343;2018100300;147;14,7;78;
145344;2018100223;147;14,7;81;
145345;2018100222;147;14,7;83;
145346;2018100221;147;14,7;89;
145347;2018100220;147;14,7;91;
145348;2018100219;147;14,7;92;
145349;2018100218;147;14,7;92;
145350;2018100217;147;14,7;88;
145351;2018100216;147;14,7;90;
145352;2018100215;147;14,7;88;
145353;2018100214;147;14,7;83;
145354;2018100213;147;14,7;72;
145355;2018100212;147;14,7;70;
145356;2018100211;147;14,7;58;
145357;2018100210;147;14,7;60;
145358;2018100209;147;14,7;67;
145359;2018100208;147;14,7;73;
145360;2018100207;147;14,7;79;
145361;2018100206;147;14,7;87;
145362;2018100205;147;14,7;88;
145363;2018100204;147;14,7;87;
145364;2018100203;147;14,7;86;
145365;2018100202;147;14,7;85;
145366;2018100201;147;14,7;84;
145367;2018100200;147;14,7;82;
145368;2018100123;147;14,7;81;
145369;2018100122;147;14,7;75;
145370;2018100121;147;14,7;74;
145371;2018100120;147;14,7;75;
145372;2018100119;147;14,7;74;
145373;2018100118;147;14,7;72;
145374;2018100117;147;14,7;77;
145375;2018100116;147;14,7;79;
145376;2018100115;147;14,7;62;
145377;2018100114;147;14,7;63;
145378;2018100113;147;14,7;69;
145379;2018100112;147;14,7;70;
145380;2018100111;147;14,7;60;
145381;2018100110;147;14,7;60;
145382;2018100109;147;14,7;62;
145383;2018100108;147;14,7;60;
145384;2018100107;147;14,7;64;
145385;2018100106;147;14,7;69;
145386;2018100105;147;14,7;74;
145387;2018100104;147;14,7;76;
145388;2018100103;147;14,7;74;
145389;2018100102;147;14,7;69;
145390;2018100101;147;14,7;77;
145391;2018100100;147;14,7;78;
145392;2018093023;147;14,7;76;
145393;2018093022;147;14,7;71;
145394;2018093021;147;14,7;64;
145395;2018093020;147;14,7;56;
145396;2018093019;147;14,7;45;
145397;2018093018;147;14,7;45;
145398;2018093017;147;14,7;39;
145399;2018093016;147;14,7;34;
145400;2018093015;147;14,7;33;
145401;2018093014;147;14,7;32;
145402;2018093013;147;14,7;33;
145403;2018093012;147;14,7;35;
145404;2018093011;148;14,8;37;
145405;2018093010;148;14,8;44;
145406;2018093009;148;14,8;54;
145407;2018093008;148;14,8;62;
145408;2018093007;148;14,8;68;
145409;2018093006;148;14,8;74;
145410;2018093005;148;14,8;74;
145411;2018093004;148;14,8;75;
145412;2018093003;148;14,8;74;
145413;2018093002;148;14,8;70;
145414;2018093001;148;14,8;67;
145415;2018093000;148;14,8;66;
145416;2018092923;148;14,8;65;
145417;2018092922;148;14,8;67;
145418;2018092921;148;14,8;62;
145419;2018092920;148;14,8;59;
145420;2018092919;148;14,8;58;
145421;2018092918;148;14,8;53;
145422;2018092917;148;14,8;47;
145423;2018092916;148;14,8;45;
145424;2018092915;148;14,8;43;
145425;2018092914;148;14,8;42;
